0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.08 0.08
0 0.34 0.34
0 0.48 0.48
0 5.00 5.00
0 5.00 5.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 3.69 8.69
5 0.00 5.00
5 0.00 5.00
5 0.00 5.00
5 0.00 5.00
0 0.79 0.79
0 0.84 0.84
0 0.03 0.03
0 2.51 2.51
0 2.64 2.64
0 2.46 2.46
0 1.28 1.28
0 0.91 0.91
0 1.77 1.77
0 2.74 2.74
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 4.70 9.70
5 0.00 5.00
5 0.00 5.00
5 0.00 5.00
5 0.00 5.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 1.48 1.48
0 2.11 2.11
0 2.02 2.02
0 2.12 2.12
0 0. 2.27
0.88
0 1.07 1.07
0 3.12 3.12
0 5.00 5.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
0 2.27 2.27
0.88
0 1.07 1.07
0 3.12 3.12
0 5.00 5.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
0 2.27 2.27
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.15 0.15
0 0.52 0.52
0 0.89 0.89
0 1.19 1.19
0 4.46 4.46
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 3.87 8.87
5 0.00 5.00
5 0.00 5.00
0 0.63 0.63
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.39 0.39
0 1.61 1.61
0 3.37 3.37
0 5.00 5.00
0 5.00 5.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 3.38 8.38
5 0.00 5.00
5 0.00 5.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.04 0.04
0 0.99 0.99
0 2.62 2.62
0 3.55 3.55
0 5.00 5.00
0 5.00 5.00
0 5.00 5.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 2.86 7.86
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.69 0.69
0 2.00 2.00
0 3.71 3.71
0 5.00 5.00
0 5.00 5.00
0 5.00 5.00
0 5.00 5.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.32 0.32
0 1.02 1.02
0 2.01 2.01
0 3.02 3.02
0 4.31 4.31
0 5.00 5.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 2.88 7.88
0 0.17 0.17
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.43 0.43
0 1.50 1.50
0 2.59 2.59
0 3.60 3.60
0 5.00 5.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 4.03 9.03
5 0.00 5.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.18 0.18
0 1.06 1.06
0 2.32 2.32
0 3.66 3.66
0 5.00 5.00
0 5.00 5.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 2.83 7.83
5 0.00 5.00
5 0.00 5.00
5 0.00 5.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.05 0.05
0 0.43 0.43
0 0.54 0.54
0 1.32 1.32
0 2.27 2.27
0 3.18 3.18
0 4.02 4.02
5 4.38 9.38
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 2.28 7.28
5 0.00 5.00
5 0.00 5.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.01 0.01
0 0.35 0.35
0 1.23 1.23
0 2.41 2.41
0 3.61 3.61
0 5.00 5.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 5.00 10.00
5 3.86 8.86
5 0.00 5.00
5 0.00 5.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.00 0.00
0 0.33 0.33
0 1.35 1.35
0 2.62 2.62
